,ID expérience,Etat expérience,Statut de l'expérience,Date de publication,Titre,Description,Posté comme,Ressenti usager,Code INSEE Département usager,Intitulé département usager,Intitulé région usager,Code INSEE Région usager,Pays,Intitulé Typologie 1,Code Postal typologie 1,Pays Typologie  1,Canaux Typologie 1,Intitulé Typologie 2,Code Postal typologie 2,Pays Typologie 2,Canaux Typologie 2,Intitulé Typologie 3,Code Postal typologie 3,Pays Typologie 3,Canaux Typologie 3,Hors structure,ID structure 1,Intitulé structure 1,Evaluation utile réponse structure 1 par visiteurs,Evaluation inutile réponse structure 1 par visiteurs,Evaluation  réponse structure 1 par auteur,ID structure 2,Intitulé structure 2,ID structure 3,Intitulé structure  3,Accessibilité,Information/Explication,Relation,Réactivité,Simplicité/Complexité,Expériences Similaires,Amélioration de service à considérer,Action,Date action réalisée,Date action engagée,Tags Métiers,eval,sentiment_eval
86,278009,Traitées,Expérience avec réponse,02/05/2020 20:43,se répéter pour être entendu par les impots,"Avec le passage au prélèvement à la source (je pense que c'est la cause mais je n'en suis pas sûr), les impôts se sont trompés et m'ont attribué la résidence de quelu'un de ma famille (pas le même prénom, ni le même sexe) qui du coup a reçu mes avis d'impots, et les relances et non paiement des impots que je ne savais pas devoir..Il m'a fallut plusieurs relances pour qu'enfin (... enfin j'espère) ma réelle adresse soit prise en compte.Les services des impots sont très réactifs et courtois, mais dès qu'il un problème relatif aux bases de données, il est difficile de corriger l'erreur et il faut s'y reprendre à plusieurs fois. pas bien grave, mais au moins vous avez l'info",La personne concernée,Neutre,,,,,France,Service des Impôts des particuliers,,,"Téléphone,E-mail",,,,,,,,,Oui,qSRwmns6Oa,Service des Impôts des particuliers (SIP) PARIS 19E BUTTES CHAUMONT,0,0,,ijupDG83v7,DGFIP,,,,,Positif,,Négatif,1,Non,,,,,1,Négatif
87,2885829,A traiter,Expérience en attente de réponse,29/05/2022 22:07,Voter par internet Législatives 2022,"J'ai trouvé cette initiative de vote par internet pour les français de l'étranger excellente. L'utilisation du site pour voter très facile et la procédure conviviale. Le nombre d'identifiant, de mot de passe et de code à valider semblent assurer une bonne sécurité. Je souhaite que cette expérience soit étendue à tous les français de la métropole ! Bravo.",La personne concernée,Positif,,,,,Suisse,Ministère de lEurope et des Affaires étrangères (MEAE),,Suisse,Démarche en ligne,,,,,,,,,Non,hcxcV5NcXy,Direction des Français à l'étranger et de l'administration consulaire,0,0,,,,,,Positif,,,,Positif,0,Non,,,,,4,Positif
88,1261368,A traiter,Expérience en attente de réponse,21/04/2022 11:29,Candidature auprès d'un employeur sur la plateforme Pôle-Emploi,"La restriction du nombre de caractères du champ de la lettre de motivation à 1491 est d'une parcimonie redoutable: si de plus les employeurs n'ont pas connaissance de cette restriction imposée au candidat rédacteur, cela peut leur donner une impression de légèreté et de manque de motivation, ce qui pourrait les conduire à chercher ailleurs un candidat, ailleurs que parmi les demandeurs d'emploi.

Il serait très sage d'augmenter rapidement ce nombre, ou bien de renoncer à cette pratique de télécandidature, au quel cas serait systématiquement mises à disposition des demandeurs d'emploi les coordonnées de la personne/ du service de l'entreprise recevant la candidature.",La personne concernée,Neutre,,,,,France,POLE EMPLOI,,,Démarche en ligne,,,,,,,,,Oui,sxZshFsE9R,Hors-structures,0,0,,,,,,,,,,,0,Non,,,,,1,Négatif
89,388743,A traiter,Expérience en attente de réponse,23/12/2021 09:14,Difficultés pour établir un contact,"La situation du Consulat à Bruxelles présente d'énormes difficultés pour des personnes à mobilité réduite : stationnement impossible à proximité d'ambassades qui sont souvent sous haute surveillance sécuritaire  ; il faut parquer son véhicule très loin et se déplacer sur une artère à très grande circulation. Par téléphone , il est  difficile de contacter quelqu'un, le plus souvent pour le renouvellement de la carte consulaire, pour le vote....En ce qui concerne les problèmes fiscaux auxquels nous sommes régulièrement confrontés, seul un agent est toujours à l'écoute et de bons conseils.",La personne concernée,Négatif,,,,,Belgique,Réseau consulaire,,,"Démarche en ligne,E-mail,Accueil,Téléphone",,,,,,,,,Non,tU9ix62T3B,Consulat Général de France à Bruxelles,0,0,,,,,,Négatif,,Positif,Négatif,,0,Non,,,,,1,Négatif
90,391693,A traiter,Expérience en attente de réponse,21/12/2021 22:00,Non paiement du montant de ma retraite mois d'octobre,"Malgré ma lettre certifiéz le 5 octobre, avec accusé de réception chez Audiens avec attestation d'existence je n'ai pas reçu
le transfert du montant de ma rétraite du mois d'octobre ni aucune infromation.
Ma situation est penible étant donné que le Consulat de France a Santa Cruz de Tenerife ait été fermé sans me prevenir
et je ne sais pas quoi faire. Je vous prie de bien vouloir me renseigner, que dois-je faire et a qui me diriger pour avoir une réponse ? Mes salutation distinguées.",La personne concernée,Positif,,,,,Espagne,Ministère de lEurope et des Affaires étrangères (MEAE),,,Compte ou espace personnel,,,,,,,,,Non,hcxcV5NcXy,Direction des Français à l'étranger et de l'administration consulaire,0,0,,,,,,,Négatif,,Négatif,Négatif,1,Non,,,,,0,Négatif
91,270874,A traiter,Expérience en attente de réponse,13/06/2020 23:39,Contacter la CPAM facilement,"Bonjour,L'assurance maladie est un organisme public, mais en 2020 est toujours injoignable par mel.Obligation à faire un numéro payant ou à avoir un compte Ameli (mais avec ce dernier on ne reçoit plus ses décomptes papier). En 2020, encore un organisme public qui n'a pas d'adresse mel ou même une page @ sur laquelle on peut le contacter.",La personne concernée,Négatif,,,,,France,CNAM,54100.0,,"Compte ou espace personnel,Démarche en ligne",,,,,,,,,Oui,sxZshFsE9R,Hors-structures,0,0,,,,,,Négatif,,,,,5,Non,,,,,0,Négatif
92,3331175,A traiter,Expérience en attente de réponse,29/01/2023 18:16,Enquête de recensement 2023,"Aucune difficultés rencontrées pour le questionnaire sur internet. Par contre, pour un simple recensement, beaucoup trop de details demandées sur les informations personnelles.",La personne concernée,Neutre,80.0,Somme,Hauts-de-France,32.0,France,,,,,Ville - Commune,,France,Démarche en ligne,,,,,Oui,sxZshFsE9R,Hors-structures,0,0,,,,,,,Négatif,,,Positif,0,Non,,,,,2,Neutre
93,649913,A traiter,Expérience en attente de réponse,31/01/2022 18:13,Création association en ligne,"Site très pratique pour déclarer son association.
Permet d'interrompre son travail à tout moment sans rien perdre de sa saisie.
Condition: avoir une certaine aisance en bureautique. Savoir scanner des documents au format PDF.
Avantage: évite les déplacements et l'attente dans un service préfectoral.",La personne concernée,Positif,51.0,Marne,Grand Est,44.0,France,Compte association,,,Démarche en ligne,,,,,,,,,Oui,sxZshFsE9R,Hors-structures,0,0,,,,,,Neutre,,,,Positif,0,Non,,,,,3,Positif
94,398141,A traiter,Expérience en attente de réponse,01/04/2022 12:32,Demande d'information pour situation spécifique,"Ma demande était spécifique à ma situation. Malheureusement, le site web du consulat ne propose que des situations générales. J'ai dû passer beaucoup de temps pour contacter le consulat via téléphone avec des délais d'attente super longs pour que je puisse parler avec un interlocuteur, et pouvoir expliquer ma situation. Une fois ma situation expliquée, le consulat a pu sans problème me guider et répondre à ma demande.",La personne concernée,Neutre,,,,,Australie,Réseau consulaire,,,"Démarche en ligne,E-mail,Téléphone",,,,,,,,,Non,hcxcV5NcXy,Direction des Français à l'étranger et de l'administration consulaire,0,0,,,,,,Positif,,,Négatif,,0,Non,,,,,2,Neutre
95,2906294,A traiter,Expérience en attente de réponse,06/12/2022 13:19,Vote par correspondance depuis l'étrnager,"Bonjour,
La démarche est très simple et en même temps les multiples contrôles durant la réalisation du vote : mail - identifiant - capcha - sms - et re-mail au moment du vote sont tout à fait rassurants quand à la qualité de la sécurité mise en place. Je suis entièrement satisfaite de cette 1ère expérience qui m'évite un long déplacement pour me rendre à l'urne.",La personne concernée,Positif,57.0,Moselle,Grand Est,44.0,France,Ministère de lEurope et des Affaires étrangères (MEAE),,France,Démarche en ligne,,,,,,,,,Non,hcxcV5NcXy,Direction des Français à l'étranger et de l'administration consulaire,0,0,,,,,,,,,,Positif,1,Non,,,,,4,Positif
96,270846,A traiter,Expérience en attente de réponse,07/03/2020 12:44,Difficultés pour récupérer une carte grise suite changement d'adresse,"Je suis passée par 'une agence spécialisée pour une modification sur ma carte grise  ( retrait du cotitulaire suite à séparation )Me séparant et changeant de domicile, ma CG n'a pu être distribuée et est retournée à l'expéditeur.Suis retournée voir le responsable de l'agence soit disant spécialisé qui m' a demandé un justificatif de domicile pour retraiter le dossier. Au final il n'a rien fait, je me suis donc adressée directement à l'ANTS qui a super bien géré mon pbAlors grand merci pour votre efficacité",La personne concernée,Positif,,,,,France,ANTS,,,,,,,,,,,,Oui,sxZshFsE9R,Hors-structures,0,0,,,,,,,,,Positif,,0,Non,,,,,0,Négatif
97,270919,A traiter,Expérience en attente de réponse,13/05/2020 07:51,"115 du 91 de mauvais poils, mais pratique","L'accueil téléphonique du 115 est interminable. En moyenne, 2 heures sinon 3. Relancé sans interruptions, c'est la survie à votre détresse... Un ballon d'oxygène.Ces plateformes d'accueil des inégalités et des solidarités semblent plus que excédés. D'où des humeurs mal lunées (dans le 91). Mais pratique.",La personne concernée,Négatif,,,,,France,115,,,Téléphone,,,,,,,,,Oui,sxZshFsE9R,Hors-structures,0,0,,,,,,,,,,,0,Non,,,,,2,Neutre
98,390874,A traiter,Expérience en attente de réponse,29/12/2021 17:42,Renouvellement de passeport,"Ayant besoin de renouveler mon passeport, jai pris contact avec le consulat par téléphone. La personne qui ma répondu était accueillante et très professionnelle. Elle ma proposé un rendez-vous dans les 48 heures. Elle ma accueilli avec le sourire lors du rendez-vous et a rendu la démarche extrêmement simple. Elle sest assurée que tout était clair et que le dossier était complet.
La démarche, que jimaginais à lorigine devoir être une corvée longue et pénible, sest avérée particulièrement simple et extrêmement efficace.
Très bon service !",La personne concernée,Positif,,,,,États-unis,Réseau consulaire,,,"Téléphone,Accueil",,,,,,,,,Non,rJpybyi54O,Consulat Général de France à Los Angeles,0,0,,,,,,Positif,,Positif,,Positif,0,Non,,,,,4,Positif
99,401778,A traiter,Expérience en attente de réponse,29/12/2021 22:31,"Renouvellement CNI, décembre 2018","Rendez vous pris sur le site consulaire, délai raisonnable, attente agent consulaire raisonnable, accueil agréable, entretien rapide et efficace. Seul regret : la CNI sécurisée format carte de crédit non disponible.",La personne concernée,Positif,,,,,Allemagne,Réseau consulaire,,,"Démarche en ligne,Accueil",,,,,,,,,Non,TagSJVysoc,Ambassade de France en Allemagne,0,0,,,,,,,,Positif,Positif,Positif,0,Non,,,,,3,Positif
100,271232,A traiter,Expérience en attente de réponse,12/04/2019 18:06,"CIPAV, 3 ans après la radiation de ma société le cauchemar continue","Bonjour, Je vous écris car il y a une très très grande marge de progression au niveau de la CIPAV. Jeune entrepreneur, j'ai créé ma première société en 2014 et je devais cotiser à la CIPAV. Je n'évoquerai pas les nombreux tracas durant la vie de ma société pour me concentrer sur le plus grave, le plus déroutant et le plus injuste : Ma société a été liquidée puis radiée au 31/12/2016. Malgré tout, en 2017, je reçois des courriers pour payer des cotisations sur cette année alors que la société est radiée. J'appelle plusieurs fois la CIPAV que j'ai eu beaucoup de mal à avoir au téléphone... pour le leur dire. En 2018, je reçois des relances d'un huissier pour les mêmes cotisations de 2017 qui ont été augmentées de majorations...Rebelote, je contacte la CIPAV. En 2019, je leur fait un courrier recommandé. Finalement, ils me répondent pour me dire que c'est à moi d'expliquer à l'huissier qu'il n'a plus à me demander les cotisations de 2017. L'huissier ne me croit pas. Finalement ce 6 novembre mon compte bancaire est saisie de 1207 euros pour 371 euros de cotisations 2017 injustifiée (le reste de la somme est composée des majorations et des actes de l'huissier). J'appelle l'huissier. Il m'explique que c'est un autre confrère (de Paris) qu'il lui a donné le dossier et qu'il a été obligé de saisir. Aujourd'hui, je suis contraint de faire appel à un avocat et à un autre huissier pour dénoncer la saisie... ce qui va me coûter de l'argent. Bien sûr, j'ai réécrit au service contentieux de la CIPAV et je les ai appelés mais ils ne peuvent rien faire si ce n'est de me rembourser uniquement les cotisations saisies pour rien. Et les frais d'huissier resteraient à ma charge. Je n'évoquerai pas la difficulté à joindre encore une fois la CIPAV. Avant il y avait un mail générique pour envoyer des courriels et des PJ mais ce mail a été supprimé pour privilégier le contact direct à partir du compte internet de la CIPAV... mais dans mon cas ma société n'a plus de compte CIPAV car elle a été radiée... Ce 2 décembre j'ai appelé deux fois la CIPAV. La première fois et après une longue attente, la conversation a été soudainement coupée... La seconde fois, toujours après une longue attente, j'ai eu un monsieur très désagréable et le pire c'est que l'alarme incendie de la CIPAV s'est déclenchée. Ce monsieur a raccroché manu militari sans me rappeler à ce jour. Bref en termes de services aux usagers, créateur d'entreprises, il y a vraiment matière à s'améliorer. J'espère que ce mail servira à quelque chose. Je reste à votre disposition pour vous donner les documents. ET j'aurai bien plus de situations malheureuses à raconter sur mes relations avec la CIPAV mais je ne veux pas prendre plus de votre temps.",La personne concernée,Négatif,,,,,France,CIPAV,,,Téléphone,,,,,,,,,Oui,sxZshFsE9R,Hors-structures,0,0,,,,,,Négatif,,Négatif,,,11,Oui,,,,,0,Négatif
101,270519,A traiter,Expérience en attente de réponse,20/11/2020 16:48,Application TOUS ANTI COVID,Jai téléchargé lapplication sur mon smartphone et tout va bien. En revanche mon mari ne peut le faire car lappli requiert une version 11.4 ou ultérieure et il na qu'un iPhone version 10.33Ceci ne me semble ni équitable ni réaliste : cela revient à exclure de facto toute personne nayant pas un smartphone récent. Où est légalité là dedans? Où est votre volonté affichée de toucher le plus grand nombreMerci pour votre réponse.,Un proche de la personne concernée,Négatif,,,,,France,Tous Anti Covid,,,,,,,,,,,,Oui,sxZshFsE9R,Hors-structures,1,1,,,,,,Négatif,,,,,4,Non,,,,,1,Négatif
102,388475,A traiter,Expérience en attente de réponse,22/12/2021 12:13,Renouvellement de passeport,"Après avoir tenté de refaire un passeport arrivé à expiration en France par ANTS  où les délais pour un RDV en mairie étaient de 2 mois, je suis revenue à Londres où j'ai obtenu un RDV en ligne dans les 15 jours. 
Lattente dans le consulat était de 10 minutes et une semaine plus tard mon passeport était prêt. Il y avait un peu de queue pour le récupérer mais dans lensemble, le processus était beaucoup plus rapide, courtois et organisé que dans les 4 mairies que jai contactées en France. Merci et Bravo.",La personne concernée,Positif,,,,,Royaume-uni,Réseau consulaire,,,"Démarche en ligne,Accueil",,,,,,,,,Non,UxV8t3S3UY,Consulat Général de France à Londres,0,0,,,,,,Positif,,Positif,Positif,,0,Non,,,,,4,Positif
103,391049,A traiter,Expérience en attente de réponse,29/12/2021 18:48,Amélioration du site,"Comme je l'ai indiqué sur le questionnaire, je suis globalement satisfaite avec le service du consulat. Je souhaite seulement contribuer pour améliorer ce service. Je pense que le site internet du Poste Consulaire de Recife, pourrait contenir plus d'information et de manière plus accessible.
Par exemple, je n'ai pas rencontré une simple information sur les données (responsable, adresse, téléphone, courriel, etc.) de l'agence consulaire de Fortaleza.  Ou elles n'y étaient pas, ou elles étaient difficiles à trouver. Par chance, j'avais ces données anciennes et elles n'avaient pas changé. Mais il m'a fallu le vérifier moi-même en envoyant un courriel et en attendant.
A mon avis, sur le site, il pourrait aussi y avoir une liste de questions et réponses qui reviennent souvent. Peut-être que cela réduirait la nécessité de messages à être répondus.
Cordialement.",La personne concernée,Neutre,,,,,France,Réseau consulaire,,,"Accueil,Démarche en ligne,E-mail,Téléphone",,,,,,,,,Non,kH1gxEP9uu,Consulat Général de France à Recife,0,0,,,,,,Positif,,,,Négatif,0,Non,,,,,2,Neutre
104,270516,A traiter,Expérience en attente de réponse,21/11/2020 23:13,Plainte commissariat de police,"La plainte n'était pas grave (vol roue de véhicule). J'ai du faire une préplainte sur le site dédié. C'est une bonne idée cela évite les attentes inutilesPar contre l'affichette précisait que je serais convoqué sous 48 H pour la signature, or je n'ai pas de nouvelle depuis 3 jours.",La personne concernée,Neutre,,,,,France,Réseau hors réseau,,,,COMMISSARIAT DE POLICE,,,Accueil,Pré-plainte en ligne (PPEL),,,Démarche en ligne,Oui,sxZshFsE9R,Hors-structures,0,0,,,,,,,,,Négatif,Positif,0,Non,,,,,1,Négatif
105,579526,A traiter,Expérience en attente de réponse,01/10/2022 10:02,Attestation non disponible.,"Après avoir fait le rappel  3 eme dose de vaccin à Sille le Guillaume le 4 décembre dernier , cest toujours lancienne attestation... je souhaite télécharger la nouvelle attestation .
Comment faire?
Merci de me communiquer la solution.
Bien cordialement,
Dominique,",La personne concernée,Neutre,72.0,Sarthe,Pays de la Loire,52.0,France,Tous Anti Covid,,,,,,,,,,,,Oui,sxZshFsE9R,Hors-structures,0,0,,,,,,Négatif,,,,Négatif,0,Non,,,,,0,Négatif
106,2905049,A traiter,Expérience en attente de réponse,13/06/2022 18:45,Simple et Secure,"C'est très bien fait ces demarches... Moi et ma femme ont eu aucun problemes pour voter. Il suffisait de garder les courriels et les téléphones à côté et c'est fait en 2 minutes...
Bravo pour cette étape importante !",La personne concernée,Positif,,,,,Inde,Ministère de lEurope et des Affaires étrangères (MEAE),,Inde,Démarche en ligne,,,,,,,,,Non,hcxcV5NcXy,Direction des Français à l'étranger et de l'administration consulaire,0,0,,,,,,Positif,,,,Positif,0,Non,,,,,4,Positif
107,2884478,A traiter,Expérience en attente de réponse,27/05/2022 18:28,Facile et rapide.,Je viens de voter en ligne. C'est très facile et très rapide. Je suis impressionné par l'efficacité du processus. Félicitation et merci de rendre le vote si facile.,La personne concernée,Positif,,,,,Espagne,Réseau consulaire,,Espagne,Démarche en ligne,,,,,,,,,Non,hcxcV5NcXy,Direction des Français à l'étranger et de l'administration consulaire,0,0,,,,,,Positif,,,,Positif,0,Non,,,,,4,Positif
108,2884641,A traiter,Expérience en attente de réponse,30/05/2022 09:33,VOTE PAR INTERNET.,Je me trouve à 80 km de Madrid où se trouve mon bureau de vote. Inutile donc de préciser le service que ça représente pour les électeurs de pouvoir voter tranquillement depuis chez soi ! On voudrait bien renouveler l'expérience pour toutes les élections !,La personne concernée,Positif,,,,,Espagne,Réseau consulaire,,Espagne,Démarche en ligne,,,,,,,,,Non,gV01cwYpjN,Consulat Général de France à Madrid,0,0,,,,,,Positif,,,,Positif,0,Non,,,,,2,Neutre
109,548513,A traiter,Expérience en attente de réponse,21/12/2021 22:44,Transmettre mon certificat de vie,J'ai eu du mal a trouver où commence l'operation car elle n'est pas répertoriée dans l'anglet en haut a gauche du site mais le reste est allé très vite,La personne concernée,Positif,,,,,Maroc,AGIRC-ARRCO,,,Accueil,,,,,,,,,Oui,REMyE3ZOdj,AGIRC-ARRCO,0,0,,sxZshFsE9R,Hors-structures,,,Positif,,,,Positif,1,Non,,,,,2,Neutre
110,388034,A traiter,Expérience en attente de réponse,21/12/2021 12:14,Difficulté pour entrée en contact,Lorsquon veut téléphoner on doit sy prendre tous les jours à des heures différentes pendant au moins deux semaines pour enfin avoir une personne qui décrochera le téléphone. Pour internet soit je suis nulle ou trop compliqué pour avoir accès à un service. Jai fait lexpérience cet été pour ma sur et on a fini par aller directement à Evian.,La personne concernée,Négatif,,,,,France,Réseau consulaire,,,"Téléphone,Démarche en ligne",,,,,,,,,Non,tiYzTHycco,DILA,0,0,,,,,,Négatif,,,,,0,Non,,,,,0,Négatif
111,269761,A traiter,Expérience en attente de réponse,31/05/2021 08:38,Impressionné par l'organisation en centre de vaccination (Lyon),"J'ai été impressionné par l'organisation du centre de vaccinacion (Gerland, Lyon).Ça fait tellement plaisir de voir l'amélioration constante, depuis 20 ans, dans les services publics qui accueillent les usagers (hôpitaux, services publics...).",La personne concernée,Positif,,,,,France,ETABLISSEMENT HOSPITALIER,,,Accueil,,,,,,,,,Oui,sxZshFsE9R,Hors-structures,0,0,,,,,,Positif,,,,,0,Non,,,,,4,Positif
112,2887072,A traiter,Expérience en attente de réponse,31/05/2022 12:26,Laborieux processus - Élection législative au Canada,"Pour les élections législatives à l'étranger. On a envoyé un texto, je pensais que c'était une tentative d'hammeçonnage. Ensuite j'ai reçu un courriel qui explique les démarches pour voter en ligne, puis j'ai reçu un autre texto. Ensuite je reçois, les prospectus papiers. 

J'ai failli mettre les courriel du",La personne concernée,Neutre,,,,,Canada,Ministère de lEurope et des Affaires étrangères (MEAE),,Canada,"Démarche en ligne,Courrier",,,,,,,,,Non,hcxcV5NcXy,Direction des Français à l'étranger et de l'administration consulaire,0,0,,,,,,Neutre,,,,Négatif,0,Non,,,,,0,Négatif
113,3364472,A traiter,Expérience en attente de réponse,02/10/2023 12:11,Justificatif inutile,"Parmi les justificatifs à joindre dans une demande en ligne de pension de réversion figure le certificat de naissance du demandeur. Originaire d'un autre pays d'Europe, j'ai eu de grandes difficultés à me procurer ce document... avant d'apprendre par la CARSAT que ce document n'a pas à être traduit en français, ni même à être fourni. 
En l'espèce, c'est le certificat de naissance complet de la personnes décédée (avec mentions marginales) qui est important (pas celui du conjoint survivant).
Pourquoi cette aberration, source de retards pour le dossier et de stress ?",La personne concernée,Neutre,45.0,Loiret,Centre-Val de Loire,24.0,France,Carsat,45000.0,France,"Compte ou espace personnel,Démarche en ligne",,,,,,,,,Non,QAfH3bVfAY,CARSAT Centre Val de Loire,0,0,,QAfH3bVfAY,CARSAT Centre Val de Loire,,,,Négatif,,Négatif,Négatif,0,Non,,,,Pièces justificatives;Réversion,1,Négatif
114,3305439,A traiter,Expérience en attente de réponse,01/08/2023 23:13,Dossier habilitation familiale,"Bonjour,

Etant en train de constituer un dossier d'habilitation familiale pour un parent, je tiens à partager mon expérience.

Le site public est assez bien fait. Il y a beaucoup d'informations très pratiques et ça facilite grandement le travail.

Cependant, quelques points sont à améliorer :
- Pourvoir créer un profil et sauvegarder les différents étapes et formulaires à remplir. Cela prend du temps de regrouper toutes les informations demandées. Cela éviterait de tout recommencer.
- Faciliter la  recherche d'un médecin spécialisé. Nous sommes rediriger vers une page internet qui n'est pas très pratique. 
De plus, il faudrait nous indiquer l'onglet pour trouver les coordonnées. Peut-être faudrait il faire la liste des médecins spécialisés par département. 
- Etant au XXI ème siècle, dématérialiser le certificat médical délivré par le spécialiste serait une grande avancée.

J'espère que mon avis pourra vous aider.

Bien cordialement.",La personne concernée,Neutre,83.0,Var,Provence-Alpes-Côte d'Azur,93.0,France,Services numériques du ministère de l'Intérieur,83000.0,France,Démarche en ligne,,,,,,,,,Non,sxZshFsE9R,Hors-structures,0,0,,STR-905,Services numériques du ministère de l'Intérieur,,,Neutre,Neutre,,,Neutre,0,Non,,,,,2,Neutre
115,1221891,A traiter,Expérience en attente de réponse,05/10/2022 00:32,Carte électorale,Je suis allée voter le 09 avril 2022 au bureau de vote de la ville de Routhier Capesterre-Belle-Eau. Le bureau de vote m'a remis une carte électorale avec des mauvaises coordonnées postale dans un courrier qui date du mois de mars 2022. J'avais pourtant fais une demande de carte électorale avec mes coordonnées postales à jour à la date du 26 septembre 2021. Ma carte électorale n'a pas été signée par le maire de la ville de Capesterre-Belle-Eau. Le tampon de la mairie de Capesterre-Belle-Eau est une photo imprimée sur ma carte électorale. Je suis déçu de la qualité du service de mairie.,La personne concernée,Neutre,971.0,Guadeloupe,Guadeloupe,1.0,France,Ville - Commune,,,Accueil,,,,,,,,,Oui,sxZshFsE9R,Hors-structures,1,0,,,,,,,Négatif,,,,0,Non,,,,,0,Négatif
116,270739,A traiter,Expérience en attente de réponse,26/08/2020 09:59,Mon conjoint me prête notre voiture ??,"J'ai commis un excès de vitesse au volant de notre voiture familialeLa carte grise est à nos deux noms, mais c'est mon conjoint qui est le premierDu coup, pour que le point me soit retiré à moi et pas à lui, il doit déclarer m'avoir prêté la voiture dont je suis propriétaire !La démarche de contestation nous impose donc de mentir..Pourquoi n'est-il pas possible de simplement déclarer quel était le conducteur au volant, lorsque plusieurs noms figurent sur la carte grise ??",La personne concernée,Négatif,,,,,France,ANTAI,,,,,,,,,,,,Oui,sxZshFsE9R,Hors-structures,0,0,,,,,,,Négatif,,,Négatif,0,Non,,,,,0,Négatif
117,2905141,A traiter,Expérience en attente de réponse,06/12/2022 15:03,Vote par internet élection législative 2022,"Etant Français et étant installé en Chine depuis 1 an et demie. 
Je suis donc inscrit dans la 11ème circonscription Asie et Océanie.
J'ai pu découvrir le vote par internet pour les élections législatives 2022. Pour le 1er et 2eme tour.
Mais c'est trop bien !
Cela devrait être généralisé à tout les Français, Métropole comprise.
Ce serait une vrai avancée démocratique pour le pays et aiderait à lutter contre l'abstention car il faut que quelques minutes pour voter. Il n'y a plus besoin de se déplacer, de faire garder les enfants, de prendre la voiture, de louper le repas chez la belle mère, etc..
A quand pour tous les Français ?
Vivement que le principe d'égalité entre tous les Français se fasse aussi par le vote par internet.
Cordialement.",La personne concernée,Positif,,,,,Chine,Ministère de lEurope et des Affaires étrangères (MEAE),,,Démarche en ligne,,,,,,,,,Non,hcxcV5NcXy,Direction des Français à l'étranger et de l'administration consulaire,0,0,,,,,,Positif,,,,Positif,0,Non,,,,,3,Positif
118,269729,A traiter,Expérience en attente de réponse,06/08/2021 10:35,Incohérencede la mairie m'obligeant à redemander un acte de naissance pour mon dossier de mariage,"Malgré les précisions très claires concernant la date de validité de l'acte de naissance qui doit dater de moins de trois mois lors du dépôt du dossier et non lors du mariage, certaines mairies refusent cette précision.Mon acte de mariage a été demandé 4 mois avant la date du mariage, la mairie m'informe qu'elle le refusera, que je dois en demander un autre.",La personne concernée,Négatif,17.0,Charente-Maritime,Nouvelle-Aquitaine,75.0,France,Collectivités territoriales - Communes,17230.0,,Accueil,,,,,,,,,Oui,sxZshFsE9R,Hors-structures,0,0,,,,,,,,,,Négatif,0,Non,,,,,1,Négatif
119,559579,A traiter,Expérience en attente de réponse,28/12/2021 10:49,acte de naissance,"La mairie du lieu de naissance Seclin ne permet pas dobtenir en dématérialisé son acte de naissance.
Il faut donc remplir un formulaire. ça nest pas compliqué mais le courrier sest perdu il est arrivé chez un voisin.  le vol didentité est une réalité : avec un acte de naissance si cela tombe entre de mauvaises mains cest la cata.
Donc pourquoi ne pas permettre davoir comme pour le casier judiciaire le document directement par mail?",La personne concernée,Neutre,,,,,France,Ville - Commune,,,"Démarche en ligne,Courrier",,,,,,,,,Oui,sxZshFsE9R,Hors-structures,0,0,,,,,,Neutre,Négatif,,,Positif,0,Non,,,,,1,Négatif
