Index_x,Adresse_complète,Auteur,Date_x,Note_x,Commentaire_x,lat,lng,Ville,Unnamed: 0,Description,Intitulé de la structure,desc,desc_clean,Index_y,Date_y,Note_y,Commentaire_y,subject_number,subject_name
2.0,Gendarmerie Nationale 367 rue de Tessy 50000 SAINT-LO,Numéro 4,il y a 2 ans,1.0,Bon boulot pour la protection mais soyez pdagogues pas des cadors patrouille croise lors dune promenade,,,SAINT-LO,150.0,Bon boulot pour la protection mais soyez pedagogues pas des cadors patrouille croise lors d une promenade,,bon boulot pour protection mais soyez pedagogues pas des cadors patrouille croise lors une promenade,boulot protect patrouill crois,2.0,il y a 2 ans,1.0,Bon boulot pour la protection mais soyez pedagogues pas des cadors patrouille croise lors d une promenade,1.0,appel_intervention
1.0,Gendarmerie Nationale 6 rue du colonel Louis Dartois 58000 NEVERS,Virginie Buffet,il y a 10 mois,5.0,,46.9933,3.1572,NEVERS,,,,,,,,,,,
2.0,Gendarmerie Nationale 6 rue du colonel Louis Dartois 58000 NEVERS,Sylvain Moreau,il y a un an,5.0,,46.9933,3.1572,NEVERS,,,,,,,,,,,
3.0,Gendarmerie Nationale 6 rue du colonel Louis Dartois 58000 NEVERS,Renaud Carayon,il y a un an,1.0,Si seulement ils faisaient dj leur boulot mais comme ils ont peur daller dans les pseudos cits nivernaises tel que les bords de Loire Heureusement quils ne sont pas en rgion parisienne les pyramides ou les tarterets cest autre ,46.9933,3.1572,NEVERS,151.0,Si seulement ils faisaient deja leur boulot mais comme ils ont peur d aller dans les pseudos cites nivernaises tel que les bords de Loire Heureusement qu ils ne sont pas en region parisienne les pyramides ou les tarterets c est autre chose ,,seulement ils faisaient deja leur boulot mais comme ils ont peur aller dans les pseudos cites nivernaises tel que les bords loire heureusement ils sont pas region parisienne les pyramides les tarterets est autre chose,seul boulot peur cit tel bord region,3.0,il y a un an,1.0,Si seulement ils faisaient deja leur boulot mais comme ils ont peur d aller dans les pseudos cites nivernaises tel que les bords de Loire Heureusement qu ils ne sont pas en region parisienne les pyramides ou les tarterets c est autre chose ,1.0,appel_intervention
4.0,Gendarmerie Nationale 6 rue du colonel Louis Dartois 58000 NEVERS,viviane Wuarnier,il y a 2 ans,5.0,Bel endroit,46.9933,3.1572,NEVERS,,,,,,,,,,,
5.0,Gendarmerie Nationale 6 rue du colonel Louis Dartois 58000 NEVERS,Михаил Сурков,il y a 2 ans,1.0,Le 14 janvier 2021 jai t arrt et mis en responsabilit administrative par les employs de ce service pour le fait que selon eux je tenais le tlphone dans mes mains Numro de voiture de service ET 366 XJ 21 Tous mes argument ,46.9933,3.1572,NEVERS,,,,,,,,,,,
6.0,Gendarmerie Nationale 6 rue du colonel Louis Dartois 58000 NEVERS,Jerome Lanri,il y a 2 ans,5.0,Excellent accueil,46.9933,3.1572,NEVERS,,,,,,,,,,,
1.0,Gendarmerie Nationale 2 rue du général Sarrail 76000 ROUEN,Alexandre K. Arelus,il y a 2 ans,5.0,,49.4428,1.0886,ROUEN,,,,,,,,,,,
1.0,Gendarmerie Nationale 2 rue du général Sarrail 76000 ROUEN,Alexandre K. Arelus,il y a 2 ans,5.0,,49.4428,1.0886,ROUEN,,,,,,,,,,,
1.0,Gendarmerie Nationale 2 rue du général Sarrail 76000 ROUEN,Alexandre K. Arelus,il y a 2 ans,5.0,,49.4428,1.0886,ROUEN,,,,,,,,,,,
1.0,Gendarmerie Nationale 2 rue du général Sarrail 76000 ROUEN,Alexandre K. Arelus,il y a 2 ans,5.0,,49.4428,1.0886,ROUEN,,,,,,,,,,,
1.0,Gendarmerie Nationale 107 rue d’Elbeuf 80000 AMIENS,Mohamed Hammani,il y a un an,5.0,,49.892,2.299,AMIENS,,,,,,,,,,,
1.0,Gendarmerie Nationale 107 rue d’Elbeuf 80000 AMIENS,Mohamed Hammani,il y a un an,5.0,,49.892,2.299,AMIENS,,,,,,,,,,,
1.0,Gendarmerie Nationale 107 rue d’Elbeuf 80000 AMIENS,Mohamed Hammani,il y a un an,5.0,,49.892,2.299,AMIENS,,,,,,,,,,,
1.0,Gendarmerie Nationale 107 rue d’Elbeuf 80000 AMIENS,Mohamed Hammani,il y a un an,5.0,,49.892,2.299,AMIENS,,,,,,,,,,,
1.0,Gendarmerie Nationale 8 rue Logerot 86000 POITIERS,Alexandre DicaWin,il y a 2 ans,4.0,Je signale la gendarmerie de Loudun pour sa totalit INCOMPTENTE dans la dfense de ces citoyens  Surveillez de prs la police de Loudun 86200 policiers DANGEUREUX et MAUVAIS ,46.58,0.34,POITIERS,,,,,,,,,,,
1.0,Gendarmerie Nationale 8 rue Logerot 86000 POITIERS,Alexandre DicaWin,il y a 2 ans,4.0,Je signale la gendarmerie de Loudun pour sa totalit INCOMPTENTE dans la dfense de ces citoyens  Surveillez de prs la police de Loudun 86200 policiers DANGEUREUX et MAUVAIS ,46.58,0.34,POITIERS,,,,,,,,,,,
1.0,Gendarmerie Nationale 8 rue Logerot 86000 POITIERS,Alexandre DicaWin,il y a 2 ans,4.0,Je signale la gendarmerie de Loudun pour sa totalit INCOMPTENTE dans la dfense de ces citoyens  Surveillez de prs la police de Loudun 86200 policiers DANGEUREUX et MAUVAIS ,46.58,0.34,POITIERS,,,,,,,,,,,
1.0,Gendarmerie Nationale 8 rue Logerot 86000 POITIERS,Alexandre DicaWin,il y a 2 ans,4.0,Je signale la gendarmerie de Loudun pour sa totalit INCOMPTENTE dans la dfense de ces citoyens  Surveillez de prs la police de Loudun 86200 policiers DANGEUREUX et MAUVAIS ,46.58,0.34,POITIERS,,,,,,,,,,,
2.0,Gendarmerie Nationale 8 rue Logerot 86000 POITIERS,Marius Gillette,il y a 2 ans,1.0,,46.58,0.34,POITIERS,,,,,,,,,,,
2.0,Gendarmerie Nationale 8 rue Logerot 86000 POITIERS,Marius Gillette,il y a 2 ans,1.0,,46.58,0.34,POITIERS,,,,,,,,,,,
2.0,Gendarmerie Nationale 8 rue Logerot 86000 POITIERS,Marius Gillette,il y a 2 ans,1.0,,46.58,0.34,POITIERS,,,,,,,,,,,
2.0,Gendarmerie Nationale 8 rue Logerot 86000 POITIERS,Marius Gillette,il y a 2 ans,1.0,,46.58,0.34,POITIERS,,,,,,,,,,,
1.0,Gendarmerie Nationale 15 rue Valence 47000 AGEN,Guillaume Dobenesque,il y a un an,5.0,Naccueille plus de public,44.2049,0.6212,AGEN,,,,,,,,,,,
2.0,Gendarmerie Nationale 15 rue Valence 47000 AGEN,Benoit Bouygues,il y a un an,5.0,Trs gentil,44.2049,0.6212,AGEN,,,,,,,,,,,
1.0,Gendarmerie Nationale 4 av de la gendarmerie 71850 CHARNAY LES MACON,Geoffray Ughetto,il y a 11 mois,1.0,,,,CHARNAY LES MACON,,,,,,,,,,,
2.0,Gendarmerie Nationale 4 av de la gendarmerie 71850 CHARNAY LES MACON,Surplace di Bruni Fulvio,il y a un an,5.0,,,,CHARNAY LES MACON,,,,,,,,,,,
3.0,Gendarmerie Nationale 4 av de la gendarmerie 71850 CHARNAY LES MACON,Sucre Dorge,il y a un an,5.0,,,,CHARNAY LES MACON,,,,,,,,,,,
1.0,Gendarmerie Nationale 3 rue André Malraux 77000 MELUN,Patrick LAPEZE,il y a un an,4.0,Je souhaite partager lexprience de la rencontre avec un binme de gendarme femmehomme en mission de protection avec leurs chiens bien dresss  rassurant sans agressivits Les militaires sont courtois et dans lchange une police de ,48.5406,2.66,MELUN,,,,,,,,,,,
1.0,Gendarmerie Nationale 2 Av Georges Pompidou 4000 DIGNE LES BAINS,Mireille Smara,il y a un an,5.0,Merci pour votre aide,,,DIGNE LES BAINS,,,,,,,,,,,
2.0,Gendarmerie Nationale 2 Av Georges Pompidou 4000 DIGNE LES BAINS,poulard axel,il y a un an,1.0,La dernire fois que je suis aller a cet endroit on ma pris mon permis  je dconseille ,,,DIGNE LES BAINS,,,,,,,,,,,
3.0,Gendarmerie Nationale 2 Av Georges Pompidou 4000 DIGNE LES BAINS,Madeleine Mandravaheloka,il y a 2 ans,5.0,Gendarmes integres  lcoute et comptents Toutes les brigades ne sont pas grer de la mme faon celle de digne les bains est parfaitement gre Merci beaucoup,,,DIGNE LES BAINS,,,,,,,,,,,
1.0,Gendarmerie Nationale 171 Av de Toulon 13000 MARSEILLE,Ls Travaux,il y a un an,5.0,,43.2964,5.37,MARSEILLE,,,,,,,,,,,
2.0,Gendarmerie Nationale 171 Av de Toulon 13000 MARSEILLE,Porcinet de Nice,il y a un an,1.0,ne soccupe pas des procurations pour le vote le samedi car cest wend je comprend a pas de soucis est en semaine ne prend pas les procurations mme en semaine,43.2964,5.37,MARSEILLE,152.0,ne s occupe pas des procurations pour le vote le samedi car c est le week end  je comprend la pas de soucis est en semaine ne prend pas les procurations meme en semaine,,occupe pas des procurations pour vote samedi car est week end comprend pas soucis est semaine prend pas les procurations meme semaine,occup procur vot week end comprend souc procur,2.0,il y a un an,1.0,ne s occupe pas des procurations pour le vote le samedi car c est le week end  je comprend la pas de soucis est en semaine ne prend pas les procurations meme en semaine,3.0,procuration
1.0,Gendarmerie Nationale 4 cours Léon Bérard 64000 PAU,j b,il y a 10 mois,3.0,GAV plutt confortable je trouve quand mme que la nourriture laisser  dsirer mais bon cetais compris donc a va,43.3,-0.37,PAU,,,,,,,,,,,
1.0,Gendarmerie Nationale 2 rue de Molsheim 67000 STRASBOURG,Arthur Kieber,il y a un an,1.0,Aberrant,48.5833,7.7458,STRASBOURG,,,,,,,,,,,
2.0,Gendarmerie Nationale 2 rue de Molsheim 67000 STRASBOURG,T T,il y a 2 ans,4.0,,48.5833,7.7458,STRASBOURG,,,,,,,,,,,
3.0,Gendarmerie Nationale 2 rue de Molsheim 67000 STRASBOURG,Valentine H,il y a 2 ans,1.0,Jai appel le jeudi 10 juillet Jai des travaux  ct de chez moi qui vont durer jusquen 2021 Le problme cest que les ouvriers mettent la musique trs fort de 8h  16h tous les jours et ils crient et chantent Ils ont mme pos le ,48.5833,7.7458,STRASBOURG,153.0,J ai appele le jeudi 10 juillet J ai des travaux a cote de chez moi qui vont durer jusqu en 2021 Le problme c est que les ouvriers mettent la musique tres fort de 8h  16h tous les jours et ils crient et chantent Ils ont meme pos le ,,appele jeudi juillet des travaux cote chez moi qui vont durer jusqu problme est que les ouvriers mettent musique tres fort tous les jours ils crient chantent ils ont meme pos,appel cot vont fort pos,3.0,il y a 2 ans,1.0,J ai appele le jeudi 10 juillet J ai des travaux a cote de chez moi qui vont durer jusqu en 2021 Le problme c est que les ouvriers mettent la musique tres fort de 8h  16h tous les jours et ils crient et chantent Ils ont meme pos le ,1.0,appel_intervention
1.0,Gendarmerie Nationale 29 Av du 43ème régiment d’artillerie 14000 CAEN,Kikas Romaz,il y a 11 mois,5.0,Vous tes les meilleurs  Courage a vous un grand grand merci  Vous avez aucune concurrence a craindre a caen  ,49.18,-0.37,CAEN,,,,,,,,,,,
2.0,Gendarmerie Nationale 29 Av du 43ème régiment d’artillerie 14000 CAEN,fabienne morel,il y a un an,5.0,,49.18,-0.37,CAEN,,,,,,,,,,,
3.0,Gendarmerie Nationale 29 Av du 43ème régiment d’artillerie 14000 CAEN,fannie morel,il y a un an,5.0,,49.18,-0.37,CAEN,,,,,,,,,,,
4.0,Gendarmerie Nationale 29 Av du 43ème régiment d’artillerie 14000 CAEN,Marie-Line G,il y a un an,5.0,Trs aimable au tlphone suite  un sms frauduleux reu pour connaitre la dmarche  suivre Bien expliqu,49.18,-0.37,CAEN,,,,,,,,,,,
5.0,Gendarmerie Nationale 29 Av du 43ème régiment d’artillerie 14000 CAEN,Mathieu MADES,il y a un an,5.0,,49.18,-0.37,CAEN,,,,,,,,,,,
6.0,Gendarmerie Nationale 29 Av du 43ème régiment d’artillerie 14000 CAEN,Hugoland 2510,il y a 2 ans,5.0,,49.18,-0.37,CAEN,,,,,,,,,,,
1.0,Gendarmerie Nationale 201 bld de Mons 59000 VILLENEUVE D'ASCQ,Dylan Idir,il y a une semaine,5.0,,,,VILLENEUVE D'ASCQ,,,,,,,,,,,
2.0,Gendarmerie Nationale 201 bld de Mons 59000 VILLENEUVE D'ASCQ,o2 choix,il y a 3 semaines,5.0,Trs comptent Et une bonne droiture militaire,,,VILLENEUVE D'ASCQ,,,,,,,,,,,
3.0,Gendarmerie Nationale 201 bld de Mons 59000 VILLENEUVE D'ASCQ,HARDEX,il y a un mois,5.0,,,,VILLENEUVE D'ASCQ,,,,,,,,,,,
4.0,Gendarmerie Nationale 201 bld de Mons 59000 VILLENEUVE D'ASCQ,Martin Leroy,il y a 2 mois,5.0,Bonne exprience,,,VILLENEUVE D'ASCQ,,,,,,,,,,,
5.0,Gendarmerie Nationale 201 bld de Mons 59000 VILLENEUVE D'ASCQ,Herve Leclercq,il y a 3 mois,5.0,Super je suis fan,,,VILLENEUVE D'ASCQ,,,,,,,,,,,
6.0,Gendarmerie Nationale 201 bld de Mons 59000 VILLENEUVE D'ASCQ,lienart kentin,il y a 11 mois,1.0,,,,VILLENEUVE D'ASCQ,,,,,,,,,,,
7.0,Gendarmerie Nationale 201 bld de Mons 59000 VILLENEUVE D'ASCQ,Stéphanie Gallet,il y a 2 ans,5.0,,,,VILLENEUVE D'ASCQ,,,,,,,,,,,
8.0,Gendarmerie Nationale 201 bld de Mons 59000 VILLENEUVE D'ASCQ,Sébastien Randou,il y a 2 ans,5.0,,,,VILLENEUVE D'ASCQ,,,,,,,,,,,
1.0,Gendarmerie Nationale av de la libération 63000 CLERMONT-FERRAND,Flaschétoil Ténor Charbonnier,il y a un an,5.0,,45.7831,3.0824,CLERMONT-FERRAND,,,,,,,,,,,
1.0,Gendarmerie Nationale 5 bld de l’Hautil 95000 CERGY PONTOISE,Marie Morisseau,il y a 10 mois,5.0,Je tenais  remercier les agents de cette gendarmerie pour lhumanisme et le professionnalisme qui ont fait preuve aujourdhui  mon gard Merci infiniment pour le travail que vous raliser,,,CERGY PONTOISE,,,,,,,,,,,
2.0,Gendarmerie Nationale 5 bld de l’Hautil 95000 CERGY PONTOISE,Thibault Colin,il y a 2 ans,5.0,,,,CERGY PONTOISE,,,,,,,,,,,
3.0,Gendarmerie Nationale 5 bld de l’Hautil 95000 CERGY PONTOISE,Marie Ange Kopa,il y a 2 ans,5.0,Rien  dire l meilleur des meilleurs,,,CERGY PONTOISE,,,,,,,,,,,
4.0,Gendarmerie Nationale 5 bld de l’Hautil 95000 CERGY PONTOISE,roccodingo roccodingo,il y a 2 ans,5.0,,,,CERGY PONTOISE,,,,,,,,,,,
1.0,Gendarmerie Nationale 359 rue de Fontcouverte 34070 MONTPELLIER,Nous,il y a 8 mois,1.0,Ayant appel aujourdhui pour des informations jai obtenu tout sauf cela Un gendarme mindiquant non pas de concours les dates au petit bonheur la chance et pour ma formation suprieure il me dit bon ayant vos diplmes cest pas un ,43.6119,3.8772,MONTPELLIER,154.0,Ayant appele aujourdhui pour des informations  j ai obtenu tout sauf cela Un gendarme m indiquant non pas de concours les dates au petit bonheur la chance et pour ma formation superieure il me dit bon ayant vos diplomes,,ayant appele aujourdhui pour des informations obtenu tout sauf cela gendarme indiquant non pas concours les dates petit bonheur chance pour formation superieure dit bon ayant vos diplomes,appel inform obtenu dat pet format superieur,1.0,il y a 8 mois,1.0,Ayant appele aujourdhui pour des informations  j ai obtenu tout sauf cela Un gendarme m indiquant non pas de concours les dates au petit bonheur la chance et pour ma formation superieure il me dit bon ayant vos diplomes,1.0,appel_intervention
2.0,Gendarmerie Nationale 359 rue de Fontcouverte 34070 MONTPELLIER,SYLVAIN TAI,il y a 9 mois,5.0,,43.6119,3.8772,MONTPELLIER,,,,,,,,,,,
3.0,Gendarmerie Nationale 359 rue de Fontcouverte 34070 MONTPELLIER,Stéphanie Morisse,il y a un an,5.0,Il sagit dun centre de recrutement joignable pendant les heures douverture seulement La gendarmerie nest pas comptente sur la ville de Montpellier contrairement  la Police Nationale qui elle est joignable 0499135000 ou en cas durgence faire le 17,43.6119,3.8772,MONTPELLIER,,,,,,,,,,,
4.0,Gendarmerie Nationale 359 rue de Fontcouverte 34070 MONTPELLIER,stephanie cousin,il y a 2 ans,5.0,,43.6119,3.8772,MONTPELLIER,,,,,,,,,,,
5.0,Gendarmerie Nationale 359 rue de Fontcouverte 34070 MONTPELLIER,Didier Thevenet,il y a 2 ans,5.0,,43.6119,3.8772,MONTPELLIER,,,,,,,,,,,
6.0,Gendarmerie Nationale 359 rue de Fontcouverte 34070 MONTPELLIER,T L,il y a 2 ans,1.0,A quoi cela sert le numro de tlphone  Cest une gendarmerie quand mme il faudrait rpondre   On est ou l ,43.6119,3.8772,MONTPELLIER,155.0,A quoi cela sert le numero de tlphone  c est une gendarmerie quand meme il faudrait rpondre   On est ou la,,quoi cela sert numero tlphone est une gendarmerie quand meme faudrait rpondre est,sert numero faudr,6.0,il y a 2 ans,1.0,A quoi cela sert le numero de tlphone  c est une gendarmerie quand meme il faudrait rpondre   On est ou la,1.0,appel_intervention
1.0,"Gendarmerie Nationale 4, rue Claude Bernard 92130 ISSY-LES-MOULINEAUX",Mohamed Riahi,il y a 7 mois,1.0,Bonjour je viens de recevoir un mail de convocation sa devient pnible sa doit tre une arnaques rassurer moi avec Dew noms dofficier et de magistrats cest du nimporte quoi stopper tout ces charabia Cdt et vivent la Gendarmerie,48.8239,2.27,ISSY-LES-MOULINEAUX,,,,,,,,,,,
2.0,"Gendarmerie Nationale 4, rue Claude Bernard 92130 ISSY-LES-MOULINEAUX",Ramon Navarro,il y a 7 mois,5.0,Suite  notre entretien tlphonique identifiez les metteurs des ces messages et stoppez les Grand merci davance avec encouragements,48.8239,2.27,ISSY-LES-MOULINEAUX,,,,,,,,,,,
3.0,"Gendarmerie Nationale 4, rue Claude Bernard 92130 ISSY-LES-MOULINEAUX",Jean Logan,il y a 8 mois,5.0,Moi aussi reu ce mail en spam  arnaque Je vis  ltranger depuis de nombreuses annes,48.8239,2.27,ISSY-LES-MOULINEAUX,,,,,,,,,,,
4.0,"Gendarmerie Nationale 4, rue Claude Bernard 92130 ISSY-LES-MOULINEAUX",Vicky,il y a 8 mois,1.0,C koi sa mail on maccuse de chose sest nimporte quoi je suis en situation handicap il faut porter plainte pour des chose comme sa il faut faire quoi aidez nous sa devien inquitant sa fait plusieur fois que je reois se mail mince ,48.8239,2.27,ISSY-LES-MOULINEAUX,,,,,,,,,,,
5.0,"Gendarmerie Nationale 4, rue Claude Bernard 92130 ISSY-LES-MOULINEAUX",Marinette pseudonyme Trevette ñom naissance,il y a 11 mois,5.0,,48.8239,2.27,ISSY-LES-MOULINEAUX,,,,,,,,,,,
6.0,"Gendarmerie Nationale 4, rue Claude Bernard 92130 ISSY-LES-MOULINEAUX",Frood97-IDF.92,il y a un an,5.0,,48.8239,2.27,ISSY-LES-MOULINEAUX,,,,,,,,,,,
7.0,"Gendarmerie Nationale 4, rue Claude Bernard 92130 ISSY-LES-MOULINEAUX",Lonny Jess,il y a un an,1.0,Je viens de recevoir la mme chose ohlala cest du nimporte  ,48.8239,2.27,ISSY-LES-MOULINEAUX,,,,,,,,,,,
8.0,"Gendarmerie Nationale 4, rue Claude Bernard 92130 ISSY-LES-MOULINEAUX",Valérie Pécresse,il y a un an,4.0,Que du bonheur,48.8239,2.27,ISSY-LES-MOULINEAUX,,,,,,,,,,,
9.0,"Gendarmerie Nationale 4, rue Claude Bernard 92130 ISSY-LES-MOULINEAUX",susan tran,il y a un an,1.0,Everyone please be careful the scammer are getting smarter and smarter Theres elderly that dont know and are mainly victim of these scam I post here an example email just to be cautious Thank you,48.8239,2.27,ISSY-LES-MOULINEAUX,,,,,,,,,,,
10.0,"Gendarmerie Nationale 4, rue Claude Bernard 92130 ISSY-LES-MOULINEAUX",lol riende,il y a un an,1.0,sympa les mails,48.8239,2.27,ISSY-LES-MOULINEAUX,,,,,,,,,,,
1.0,Gendarmerie Nationale 2 rue Abert Bettanier 57070 METZ,Bernard Challamel,il y a un an,4.0,Bon accueil,49.1203,6.1778,METZ,,,,,,,,,,,
2.0,Gendarmerie Nationale 2 rue Abert Bettanier 57070 METZ,Arthur Medemblik,il y a un an,5.0,Des gendarmes trs humains et intresss nous ont permis de travailler sur notre projet Formula Student de la Metz Racing Team pendant prs dun mois tout le monde tait trs sympathique aidants et motivs  nous aider  bientt,49.1203,6.1778,METZ,,,,,,,,,,,
3.0,Gendarmerie Nationale 2 rue Abert Bettanier 57070 METZ,Tiffany Tmsi,il y a 2 ans,5.0,,49.1203,6.1778,METZ,,,,,,,,,,,
1.0,Gendarmerie Nationale 201 Bd de Mons 59650 VILLENEUVE D'ASCQ,Dylan Idir,il y a une semaine,5.0,,,,VILLENEUVE D'ASCQ,,,,,,,,,,,
2.0,Gendarmerie Nationale 201 Bd de Mons 59650 VILLENEUVE D'ASCQ,o2 choix,il y a 3 semaines,5.0,Trs comptent Et une bonne droiture militaire,,,VILLENEUVE D'ASCQ,,,,,,,,,,,
3.0,Gendarmerie Nationale 201 Bd de Mons 59650 VILLENEUVE D'ASCQ,HARDEX,il y a un mois,5.0,,,,VILLENEUVE D'ASCQ,,,,,,,,,,,
4.0,Gendarmerie Nationale 201 Bd de Mons 59650 VILLENEUVE D'ASCQ,Martin Leroy,il y a 2 mois,5.0,Bonne exprience,,,VILLENEUVE D'ASCQ,,,,,,,,,,,
5.0,Gendarmerie Nationale 201 Bd de Mons 59650 VILLENEUVE D'ASCQ,Herve Leclercq,il y a 3 mois,5.0,Super je suis fan,,,VILLENEUVE D'ASCQ,,,,,,,,,,,
6.0,Gendarmerie Nationale 201 Bd de Mons 59650 VILLENEUVE D'ASCQ,lienart kentin,il y a 11 mois,1.0,,,,VILLENEUVE D'ASCQ,,,,,,,,,,,
7.0,Gendarmerie Nationale 201 Bd de Mons 59650 VILLENEUVE D'ASCQ,Stéphanie Gallet,il y a 2 ans,5.0,,,,VILLENEUVE D'ASCQ,,,,,,,,,,,
8.0,Gendarmerie Nationale 201 Bd de Mons 59650 VILLENEUVE D'ASCQ,Sébastien Randou,il y a 2 ans,5.0,,,,VILLENEUVE D'ASCQ,,,,,,,,,,,
1.0,Gendarmerie Nationale 4 Av Busteau 94700 MAISONS-ALFORT,Lilian M,il y a 7 mois,5.0,,48.8058,2.4378,MAISONS-ALFORT,,,,,,,,,,,
2.0,Gendarmerie Nationale 4 Av Busteau 94700 MAISONS-ALFORT,Philippe Dinghuin,il y a un an,5.0,Avoir vcue dans la gendarmerie se sont mes meilleurs souvenirs avec le gign et tout ses  familles 1966,48.8058,2.4378,MAISONS-ALFORT,,,,,,,,,,,
3.0,Gendarmerie Nationale 4 Av Busteau 94700 MAISONS-ALFORT,BobobXP,il y a un an,5.0,DARMANIN MON AMOUR,48.8058,2.4378,MAISONS-ALFORT,,,,,,,,,,,
4.0,Gendarmerie Nationale 4 Av Busteau 94700 MAISONS-ALFORT,Walid Alloua,il y a 2 ans,2.0,,48.8058,2.4378,MAISONS-ALFORT,,,,,,,,,,,
5.0,Gendarmerie Nationale 4 Av Busteau 94700 MAISONS-ALFORT,ciel sejours,il y a 2 ans,5.0,,48.8058,2.4378,MAISONS-ALFORT,,,,,,,,,,,
6.0,Gendarmerie Nationale 4 Av Busteau 94700 MAISONS-ALFORT,Patrick pat,il y a 2 ans,5.0,POSTE DE POLICE SYMPATIQUE ET  REACTIF,48.8058,2.4378,MAISONS-ALFORT,,,,,,,,,,,
7.0,Gendarmerie Nationale 4 Av Busteau 94700 MAISONS-ALFORT,Vak,il y a 2 ans,4.0,Caserne riche en services entre la section des slections et des concours laccueil des JDC JAPD ce lieu est propice  linstruction et la formation Si vous tes militaire de gendarmerie nouvellement affect vous allez apprciez ,48.8058,2.4378,MAISONS-ALFORT,,,,,,,,,,,
8.0,Gendarmerie Nationale 4 Av Busteau 94700 MAISONS-ALFORT,Grégoire Balsamo,il y a 2 ans,5.0,,48.8058,2.4378,MAISONS-ALFORT,,,,,,,,,,,
1.0,Gendarmerie Nationale 36 boulevard de l’Ouest 69580 SATHONAY CAMP,Matthieu Remiatte,il y a un an,5.0,Trs agrable,,,SATHONAY CAMP,,,,,,,,,,,
2.0,Gendarmerie Nationale 36 boulevard de l’Ouest 69580 SATHONAY CAMP,simon m-r,il y a un an,5.0,Accueil agrable,,,SATHONAY CAMP,,,,,,,,,,,
3.0,Gendarmerie Nationale 36 boulevard de l’Ouest 69580 SATHONAY CAMP,Frédéric Gabet,il y a 2 ans,1.0,,,,SATHONAY CAMP,,,,,,,,,,,
1.0,Gendarmerie Nationale Casere Battesti 59 rue Séguineau 33700 MERIGNAC,silvie salem,il y a un an,5.0,Trs bon accueil et nous repartons avec beaucoup dinfos qui permettent  ma fille de voir plus clair mme sil faut encore beaucoup de rflexions et laisser faire le temps Merci,44.8386,-0.6436,MERIGNAC,,,,,,,,,,,
2.0,Gendarmerie Nationale Casere Battesti 59 rue Séguineau 33700 MERIGNAC,Lionel Azais,il y a un an,5.0,,44.8386,-0.6436,MERIGNAC,,,,,,,,,,,
3.0,Gendarmerie Nationale Casere Battesti 59 rue Séguineau 33700 MERIGNAC,Thierry Plantefeve,il y a un an,4.0,,44.8386,-0.6436,MERIGNAC,,,,,,,,,,,
4.0,Gendarmerie Nationale Casere Battesti 59 rue Séguineau 33700 MERIGNAC,Arnaud DUVERNE,il y a un an,2.0,,44.8386,-0.6436,MERIGNAC,,,,,,,,,,,
5.0,Gendarmerie Nationale Casere Battesti 59 rue Séguineau 33700 MERIGNAC,Ary Boroyan,il y a un an,4.0,,44.8386,-0.6436,MERIGNAC,,,,,,,,,,,
6.0,Gendarmerie Nationale Casere Battesti 59 rue Séguineau 33700 MERIGNAC,Philippe RUA,il y a un an,4.0,Pas daccueil du public sur site Zone urbaine sous comptence Police nationale,44.8386,-0.6436,MERIGNAC,,,,,,,,,,,
7.0,Gendarmerie Nationale Casere Battesti 59 rue Séguineau 33700 MERIGNAC,cyrille meszaros,il y a un an,5.0,,44.8386,-0.6436,MERIGNAC,,,,,,,,,,,
8.0,Gendarmerie Nationale Casere Battesti 59 rue Séguineau 33700 MERIGNAC,Alexandre Darcy,il y a un an,5.0,,44.8386,-0.6436,MERIGNAC,,,,,,,,,,,
9.0,Gendarmerie Nationale Casere Battesti 59 rue Séguineau 33700 MERIGNAC,Marie Hebrard,il y a un an,5.0,,44.8386,-0.6436,MERIGNAC,,,,,,,,,,,
10.0,Gendarmerie Nationale Casere Battesti 59 rue Séguineau 33700 MERIGNAC,Corinne LE CAËR,il y a un an,5.0,,44.8386,-0.6436,MERIGNAC,,,,,,,,,,,
1.0,Gendarmerie Nationale 162 Av de la Timone 13010 MARSEILLE,carmeni brigitte,il y a 9 mois,5.0,Honneurs  la gendarmerie et respecte trs dur mtiers merci  tous et courage je vous soutiens cordialement ,43.2964,5.37,MARSEILLE,,,,,,,,,,,
2.0,Gendarmerie Nationale 162 Av de la Timone 13010 MARSEILLE,Rachid le s,il y a 9 mois,2.0,Cest dommage jai mi deux toile carIl veulent pas cout et faire pass un dossier numrique au CNES et le GEiPAN   Jai tout les image dun sujet top SECRET  sur les OVNI et les pan donc voila ,43.2964,5.37,MARSEILLE,,,,,,,,,,,
3.0,Gendarmerie Nationale 162 Av de la Timone 13010 MARSEILLE,Kevin Scapino,il y a un an,5.0,Nos hros du quotidiens,43.2964,5.37,MARSEILLE,,,,,,,,,,,
1.0,Gendarmerie Nationale 48 rue du Torpilleur Sirocco 63000 CLERMONT-FERRAND,Mathy BOUCARD,il y a un an,5.0,Jhabite la baule en Loire atlantique  et je viens de rentrer en contact avec un gendarme de Clermont ferrand Non seulement jai t trs bien accueilli mais jai eu une rponse adapte a ma situation avec beaucoup de bienveillance Cette ma rassure et je vais pouvoir finalis mon voyage sereinement  Merci  vous,45.7831,3.0824,CLERMONT-FERRAND,,,,,,,,,,,
